2.5191590786 73.6537170410 43.3567924500 -0.1897522211 1.7784533501 0.2382516861 562152256.0000000000 
87.3788299561 77.3099288940 93.1317443848 -0.0953491926 0.2127480507 -1.2603145838 2379967488.0000000000 
21.7558727264 17.0250778198 96.6407775879 1.7188534737 -0.2033883333 -0.3962252140 1405413120.0000000000 
63.4511070251 7.5401768684 68.2928314209 -1.2233830094 -0.1579593420 0.7122528553 1010773184.0000000000 
85.1066970825 36.0508766174 17.5714244843 1.5050342083 -1.6118161380 0.4371287823 822051264.0000000000 
4.1659326553 16.8845100403 55.3681373596 1.6617906094 1.7677776814 -0.0600047112 979025856.0000000000 
49.5131454468 66.9920196533 34.3597373962 0.8507606983 1.3606839180 -0.7599794865 1606008832.0000000000 
28.9323863983 71.0948791504 20.4568767548 1.6953396797 1.1454024315 1.5499882698 294972928.0000000000 
24.6860752106 56.5560264587 52.2298469543 -1.6082890928 1.7042763233 0.7920506001 2435465728.0000000000 
2.3115019798 30.7294883728 30.3006763458 -1.7409026027 -0.0954401493 1.4267528057 2450554880.0000000000 
41.8084373474 34.1687011719 37.1832351685 1.6528635025 -1.9535711929 0.8617188931 1564765184.0000000000 
85.1778182983 2.5434877872 26.8309555054 -1.4355918765 0.9455349445 -0.1084866524 162342352.0000000000 
52.2734298706 36.0375442505 18.2926101685 1.0783803463 1.7037427425 0.8208980560 2168806912.0000000000 
85.2004776001 40.3237190247 84.1709060669 1.5004792213 0.8421282768 -1.4211365581 2349735424.0000000000 
18.6672039032 0.1404048800 92.0116119385 0.4190256596 -0.6276357174 -0.8322061300 1294930688.0000000000 
35.4698257446 0.7378219366 14.3878307343 -1.1740943193 -1.8687476069 -0.3512485027 868946176.0000000000 
76.9196777344 88.5066223145 41.2515411377 -0.8322755098 -1.0182334781 0.3817660809 153815488.0000000000 
17.1377334595 30.0666027069 92.9048995972 -1.9064716101 0.8156130314 1.0830323696 2246254592.0000000000 
41.4435310364 91.5473937988 83.8395996094 0.4044294357 1.6675119400 1.0340485573 514659424.0000000000 
25.9969062805 5.0460610390 72.3836059570 0.4586691856 -1.7686446756 1.4708573818 2052859392.0000000000 
9.0651931763 27.9902229309 16.8722190857 1.4393949509 -1.3401262760 0.3249504566 379449664.0000000000 
41.0410041809 17.6679096222 21.3306045532 0.3271496296 -0.0906194448 -1.4305797815 1512923648.0000000000 
18.1248359680 91.3113098145 50.3671340942 0.3827347755 1.3143482208 -0.6317304373 491977600.0000000000 
74.5465011597 10.0579509735 40.2654800415 -1.9782636184 -1.3958395123 -1.4940365553 1550253440.0000000000 
20.8878955841 99.4205245972 44.1245155334 -0.8018765450 -0.9035701752 0.4398694038 398449056.0000000000 
43.9075889587 19.1204929352 31.1159496307 1.3979437351 -0.5284639597 0.0978622437 1078183296.0000000000 
84.5229187012 66.6820602417 3.6442811489 -1.8940899372 0.3197348118 0.1604566574 1555403008.0000000000 
40.8520774841 88.2181549072 81.8952178955 -1.3840567470 1.9310443401 -1.1135718226 398549760.0000000000 
13.3801193237 34.8097915649 77.9521331787 -0.6292794943 -0.6307874918 -1.1169341207 1605527552.0000000000 
61.6410598755 83.0733871460 80.1590652466 -1.7780540437 -1.9122450426 -1.5489995778 2262430976.0000000000 
38.9822769165 63.7215690613 33.6245765686 -1.0597923994 -0.7838550806 -0.5092457533 653823552.0000000000 
88.3969955444 91.2802734375 88.3690567017 -0.8300371170 1.1799371243 0.8105714321 1116191360.0000000000 
77.7745361328 92.4249877930 60.5896415710 1.6461863518 -0.9106087685 -0.4583289623 635566720.0000000000 
61.4650917053 60.6184234619 89.6437683105 -1.0757538676 -0.2523279190 0.7921133041 716370048.0000000000 
45.8856773376 81.0778427124 19.1520462036 1.3947181702 -0.2080236673 0.1110649109 209328576.0000000000 
