85.6375503540 21.4538211823 19.8015136719 -1.1470493078 0.1381569356 -0.0759643242 1714940032.0000000000 
96.4317703247 7.2834258080 93.6454010010 0.8307322860 -0.9716974497 1.1432914734 1099568896.0000000000 
37.7858734131 98.8620529175 73.0940246582 -1.6611682177 -0.0533851460 0.2473706305 357015616.0000000000 
100.4783859253 40.4102630615 86.7835922241 1.2063308954 -0.6049338579 -1.1676292419 129846792.0000000000 
9.1551370621 45.8626518250 -3.7264816761 1.7858207226 0.5836189985 -0.9293193817 363756032.0000000000 
8.2009115219 73.2568969727 87.0710220337 -1.5579674244 1.1338984966 0.7303638458 2054559872.0000000000 
3.9717988968 51.9616394043 35.9056777954 0.1390198320 -0.0126654161 1.9912310839 1440007040.0000000000 
14.4777498245 65.2151489258 74.5985641479 2.1001508236 1.9326355457 0.5056157708 2045973376.0000000000 
29.1829414368 83.6770401001 94.3399658203 -0.6670896411 -0.8819665909 1.3712482452 618938688.0000000000 
86.6712112427 16.0656261444 33.7939834595 -1.6907582283 1.2003920078 -1.0966840982 483221888.0000000000 
59.6737861633 92.0729675293 -2.6205725670 0.4183555543 -0.2927154005 -0.7605154514 270761312.0000000000 
85.4738006592 31.8535118103 66.2165298462 -2.1318304539 1.2670341730 -0.4883978069 2466621952.0000000000 
72.4791946411 13.4103727341 83.7601165771 -1.5392357111 1.8289283514 0.5977826715 1141797120.0000000000 
17.1698894501 59.0652999878 62.1397781372 -1.1420339346 0.5971679091 -1.6958984137 727333632.0000000000 
34.1362838745 27.7939605713 48.6276512146 -1.9530689716 -0.8049139977 0.0847527012 1565207040.0000000000 
73.8756027222 68.0928497314 71.6221389771 0.5991743803 -1.9206737280 -0.4106220007 1669411840.0000000000 
86.7539520264 89.2767639160 64.4855346680 0.4727888107 1.3446167707 -0.2246724218 1921257088.0000000000 
69.5198822021 17.6248207092 31.3344593048 -1.9539649487 0.8836730719 1.8056246042 510543872.0000000000 
41.6887855530 0.1099712402 59.1099700928 1.1951209307 -0.4191333055 1.9106407166 2031436544.0000000000 
56.6217498779 42.9500465393 37.4878654480 -0.7498847246 -0.9640027285 -1.2426575422 2441789440.0000000000 
21.4477100372 57.2809524536 60.1579589844 -1.3683700562 -0.4176094830 -0.9041691422 1926653952.0000000000 
19.7135639191 83.3719787598 59.1626129150 -1.6477181911 1.4251250029 1.0288820267 241892304.0000000000 
67.6386489868 73.6710739136 36.1747703552 1.7371479273 0.8074987531 1.2545015812 1856708736.0000000000 
10.9167490005 72.4144744873 65.3663177490 0.8836570382 -1.0645649433 1.9548965693 2460629504.0000000000 
56.7729034424 22.0576915741 97.7636184692 1.1676642895 1.1070595980 0.2448087782 2309435136.0000000000 
16.3304748535 93.4336929321 64.0692291260 -0.1630241722 0.5214436650 -1.0747281313 1315671680.0000000000 
48.4385337830 103.1437606812 70.6744613647 -1.4317653179 0.5725170374 1.6535538435 222469904.0000000000 
41.3081054688 71.5188140869 80.6243057251 0.0495581850 -0.1315528303 -0.5581071973 388836640.0000000000 
69.9841918945 39.0759162903 6.3247241974 -1.0243583918 0.2069237083 -1.4556201696 135776080.0000000000 
30.3374900818 72.7195129395 100.7588653564 -0.0439321622 0.3985154629 0.4962198138 2330561792.0000000000 
33.9313278198 98.2897186279 37.5236663818 1.3170294762 1.4475517273 -1.6798161268 2431976448.0000000000 
49.8122634888 5.4678521156 14.3335428238 -1.9552345276 1.0594774485 1.6877534389 1227396736.0000000000 
31.6767005920 31.5118446350 70.2092742920 1.9278880358 0.7445235848 1.0983734131 574863616.0000000000 
21.4376659393 90.2136764526 23.8227500916 0.1571162343 0.2279364169 -0.8841900826 2485724416.0000000000 
20.0189971924 99.8697738647 90.1848373413 -0.0430451371 1.1894751787 -0.5283031464 765236672.0000000000 
71.1386947632 46.1712951660 24.9582157135 -0.7160484195 -0.0772626698 -0.5307573080 874384256.0000000000 
18.5726108551 23.8308658600 83.6821441650 -0.1755632460 0.1083548889 -0.1256472617 975149696.0000000000 
15.6305990219 20.7570285797 69.8034667969 -0.3277874291 -1.2888368368 1.4887182713 2250704640.0000000000 
84.4037399292 8.9597024918 95.5639190674 1.7826271057 -1.4925512075 1.1570563316 1086366208.0000000000 
97.5127868652 24.2491874695 64.3019104004 0.5552926660 0.7673867345 -1.9787905216 71523360.0000000000 
11.7472372055 38.0912475586 32.3802757263 -0.4516340196 0.4365529716 -1.0552858114 1903295872.0000000000 
6.8732900620 80.0814743042 20.8494987488 -0.7326250672 1.8661854267 1.1869457960 1673154816.0000000000 
